Path,Directory,File,Category,Function,Namespace,Types,FieldCount,MethodCount,Fields,Methods,EnumValues,Size
GameDataComponent.cs,(root),GameDataComponent.cs,其他/辅助,系统管理器/UnityGameFramework 组件,Shepherd,class GameDataComponent,14,29,GameSetting:GameSetting; UISetting:UISetting; datas:DataBase[]; dataLoadStartTime:float; curLevelAnimals:List<AnimalSO>; curLevelItems:List<ItemSO>; CurLevelAnimals:IReadOnlyList<AnimalSO>; CurLevelItems:IReadOnlyList<ItemSO>; IsReadyPreload:bool; LoadingProgress:float; GameConfig:GameConfig; CurMap:MapSO; CurLevel:LevelSO; CurHero:HeroSO,LoadResources():void; LoadComplete():void; InitCurLevel():void; AddExtraAnimalFamilyInCurLevel():void; ClearInGame():void; IsAnyLocked():bool; IsAnyLocked():bool; IsAllLocked():bool; IsAllLocked():bool; IsAnyLocked():bool; IsAnyLocked():bool; GetTerm():TermSO; GetMap():MapSO; GetAnimal():AnimalSO; GetStuff():StuffSO; GetMapCell():MapCellSO; GetItem():ItemSO; GetHero():HeroSO; GetAnimalFamily():AnimalFamilySO; GetToy():ToySO; GetToy():ToySO; GetAchievement():AchievementSO; GetGameMode():GameModeSO; GetBoss():BossSO; GetAbility():AbilitySO; GetAbilityByIdOrAka():AbilitySO; CheckItemRelative():bool; IsCustomAssetAnimal():bool; GetCollectDegree():float,,3011
GameEntity.cs,(root),GameEntity.cs,其他/辅助,游戏业务类，具体职责见字段和方法名,Shepherd,class GameEntity,6,7,entityObject:EntityObject; disableCancellation:CancellationTokenSource; EntityObject:EntityObject; Entity:Entity; Visible:bool; disableCancellationToken:CancellationToken,OnEnable():void; OnDisable():void; OnInit():void; OnShow():void; OnHide():void; GetTopPosition():Vector3; GetTopCenterPosition():Vector3,,934
GameEntry.cs,(root),GameEntry.cs,其他/辅助,游戏业务类，具体职责见字段和方法名,Shepherd,class GameEntry,39,3,platform:PlatformType; splash:UISplash; Base:BaseComponent; Config:ConfigComponent; Data:DataComponent; DataNode:DataNodeComponent; DataTable:DataTableComponent; Debugger:DebuggerComponent; Download:DownloadComponent; Entity:EntityComponent; Event:EventComponent; FileSystem:FileSystemComponent; Fsm:FsmComponent; Localization:LocalizationComponent; Network:NetworkComponent; ObjectPool:ObjectPoolComponent; Procedure:ProcedureComponent; Resource:ResourceComponent; Scene:SceneComponent; Setting:SettingComponent; Sound:SoundComponent; UI:UIComponent; WebRequest:WebRequestComponent; Platform:PlatformType; Splash:UISplash; BuiltinData:BuiltinDataComponent; Camera:CameraComponent; Input:InputComponent; GameData:GameDataComponent; Save:SaveComponent; Career:CareerComponent; Profiler:ProfilerComponent; Steam:SteamComponent; BugReport:BugReportComponent; UIExt:UIComponentExt; DLC:DlcComponent; ServerApi:ServerApiComponent; Analytics:AnalyticsComponent; GlobalTime:GlobalTimeComponent,InitBuiltinComponents():void; Start():void; InitCustomComponents():void,,2842
GameEventUtility.cs,(root),GameEventUtility.cs,事件参数,工具函数/扩展方法集合,Shepherd,class GameEventUtility,0,2,,GetEventId():int; GetEventNames():string[],,211
GameForm.cs,(root),GameForm.cs,界面/UI,UGUI 窗口/界面逻辑,Shepherd,class GameForm; struct _003CHighlightHoverAnimal_003Ed__65; struct _003COnNextDay_003Ed__57; struct _003COnSelectHeroTargetEvent_003Ed__98; class _003CQuickGameSpeed_003Ed__86,68,68,_003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:GameForm; _003Clastanimal_003E5__2:Animal; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:GameForm; _003CquickCoroutine_003E5__2:UnityEngine.Coroutine; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:GameForm; e:GameEventArgs; _003C_003Eu__1:UniTask<UGuiForm>.Awaiter; _003C_003E1__state:int; _003C_003E2__current:object; _003C_003E4__this:GameForm; _003CstartTime_003E5__2:float; _003CquickIndex_003E5__3:int; _003CwaitTime_003E5__4:WaitForSecondsRealtime; speedUp:float; speedUpPlus:float; quickTimes:List<float>; quickSpeeds:List<float>; sliderDuration:float; dayText:TextMeshProUGUI; debtText:TextMeshProUGUI; animalInventoryText:TextMeshProUGUI; progressPanel:ProgressPanel; infoPanel:InfoPanel; todayRank:TodayRankInfo; heroUI:HeroAbilityUI; speedUpUI:SpeedUpUI; shopGoldText:TextMeshProUGUI; shopGoldTip:RectTip; interestColor:Color; stageText:TextMeshProUGUI; stageMoneyText:TextMeshProUGUI; dayMoneyText:TikNumber; stageMoneyProgress:UISlider; dayMoneyProgress:DayMoneyProgress; catIconUI:CatIconUI; itemPanel:ItemPanel; gameConfigUI:GameConfigUI; levelText:TextMeshProUGUI; levelTip:RectTip; foreLeftSwitcher:UIImageSwitcher; foreRightSwitcher:UIImageSwitcher; restartButton:GameObject; bossProgressPanel:BossProgressPanel; gamepadSelect:GamepadSelectTarget; OnNextDayBegin:UnityEvent; OnNextDayEnd:UnityEvent; OnRanchDayEnd:UnityEvent; OnRanchBeforeDayStart:UnityEvent; OnClickInMap:UnityEvent; gameMode:GameMode; curStage:int; clickAnimals:List<Animal>; selectTargets:List<object>; targetType:TargetType; targetCount:int; curTotalMoney:BigInteger; selectedItemIcon:ItemIcon; hasShowSkip:bool; speedIndex:int; SelectTargetType:TargetType,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():bool; OnInit():void; OnOpen():void; OnClose():void; OnCover():void; OnLanguageChange():void; OnPointerClick():void; OnNextDay():void; OnOpenAnimalInventory():void; OnOpenItemInventory():void; OnOptionButtonClick():void; OnSpeedUpButtonClick():void; OnAddDayMoney():void; OnSelectItem():void; OnRestart():void; HighlightHoverAnimal():void; HighlightMultiValidTargetAnimal():void; AddTargetAnimal():void; AddTargetShopItem():void; GetClickAnimal():Animal; ResetMoneyInfo():void; UpdateMoneyInfo():void; UpdateMoneyUI():void; UpdateDayInfo():void; OnRanchStateChange():void; OnDayChange():void; OnDebtMoneyChange():void; UpdateShopGold():void; UpdateShopGold():void; UpdateDayDebtMoney():void; ClearSelectTarget():void; CancelSelctTarget():void; UpdateItemPanel():void; ClearSelectItem():void; UpdateGameSpeed():void; SetGameSpeed():void; QuickGameSpeed():IEnumerator; InitLevelInfo():void; UpdateForeground():void; UpdateBossProgressPanel():void; OnRanchDayEndCallBack():void; OnRanchBeforeDayStartCallBack():void; OnNextStageEvent():void; OnGameStateChanged():void; OnAddItemEvent():void; OnRemoveItemEvent():void; OnAddAnimalEvent():void; OnRemoveAnimalEvent():void; OnSelectHeroTargetEvent():void; OnCancelSelectHeroTargetEvent():void; OnShopCurrencyUpdateEvent():void; OnAddTalentEvent():void; OnAddExtraAnimalFamilyEvent():void; OnUIShowFloatNumEvent():void; OnHeroChangeEvent():void; OnToyUpdateEvent():void; OnInputAction():void; SetSelectedGameObject():void; OnFindNavigateObject():void; UpdateNavigation():void; ClearSelectedGameObject():void; IsOnlyBlockByShopForm():bool,,10458
GameLog.cs,(root),GameLog.cs,其他/辅助,游戏业务类，具体职责见字段和方法名,Shepherd,class GameLog,0,10,,Log():void; Log():void; Log():void; Log():void; Log():void; Log():void; Log():void; Log():void; Log():void; Log():void,,1015
GameMode.cs,(root),GameMode.cs,配置数据,枚举或类型标识定义,Shepherd,class GameMode; struct _003CDeleyFireFirstDayEvent_003Ed__107; struct _003COnCloseShop_003Ed__91; struct _003COnFinishLoading_003Ed__56; struct _003COnNextDay_003Ed__68; struct _003COnSelectAnimal_003Ed__71; struct _003COpenNextPackItem_003Ed__114,51,81,_003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:GameMode; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:GameMode; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:GameMode; _003C_003Eu__1:UniTask<UGuiForm>.Awaiter; _003C_003Eu__2:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:GameMode; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; animalBp:AnimalBlueprint; _003C_003E4__this:GameMode; _003C_003Eu__1:UniTask<Animal>.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:GameMode; _003Cgroup_003E5__2:IUIGroup; _003C_003Eu__1:UniTask.Awaiter; initialized:bool; _state:GameState; _lastState:GameState; _totalMoney:BigInteger; selectAnimals:List<AnimalBlueprint>; procedure:ProcedureGame; gameStartTime:float; waitOpenPacks:Queue<PackItemSO>; OnTotalMoneyChange:Action<BigInteger>; Data:GameModeSO; State:GameState; LastState:GameState; EnableOpenPack:bool; OpeningPack:PackItemSO; IsOpeningPack:bool; IsGameFailed:bool; IsResumingState:bool; EnableSave:bool; EnableHeroActive:bool; EnableSelectTarget:bool; EnableRestart:bool; SelectAnimals:List<AnimalBlueprint>; TotalMoney:BigInteger; DefaultMoneyTarget:IMoneyTarget,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; Initialize():void; Destroy():void; Update():void; OnFinishLoading():void; OnGameInit():UniTask; OnLoadSave():UniTask; OnSave():void; StartGame():void; OnAfterShopping():UniTask; GetSelectAnimals():List<AnimalBlueprint>; GetSelectItems():void; GetPackAnimals():List<AnimalBlueprint>; GetPackItems():void; GetPackItems():void; CanPlayNextDay():bool; OnNextDay():UniTask; OnIgnoreAnimal():void; OnIgnoreItem():void; OnSelectAnimal():UniTask; OnSelectItem():void; OnPaied():void; OnFinishStage():void; GameFail():void; OnReturnToMain():void; OnReturnToMenu():void; OnRestartGame():void; OnOpenAnimalInventory():void; OnOpenItemInventory():void; OnCloseAnimalInventory():void; OnCloseItemInventory():void; TryRefreshAnimalOrItem():bool; TryRemove():bool; TryRemove():bool; TryRemove():bool; TrySell():bool; TryRefreshShop():bool; TryBuyItem():bool; TryUnlockMapCell():bool; OnCloseShop():void; OnCloseFossilReward():void; SkipCurStage():void; OnAfterNextDay():UniTask; GetMoneyTarget():IMoneyTarget; AddMoneyTarget():void; RemoveMoneyTarget():void; AddTotalMoney():void; GetHeroes():void; OnStageLastDay():void; OnAfterFossilReward():void; TryFossilReward():bool; EnterDebt():void; ResumeGameState():void; OnFinishPrologue():void; OnFirstDayStart():void; DeleyFireFirstDayEvent():void; OnFinishStageDialogue():void; EnterEndlessMode():void; GameOver():void; SaveOutGameWhenEnd():void; StartNewStage():void; InternalStartNewStage():void; OpenNextPackItem():void; SaveInGame():void; UploadLeaderboardScore():void; UploadStats():void; OnOpenPackItemEvent():void; Create():GameMode; Initialize():void; Release():void,,12104
GameModeItem.cs,(root),GameModeItem.cs,配置数据,游戏业务类，具体职责见字段和方法名,Shepherd,class GameModeItem,3,1,gameMode:GameModeType; button:Button; lockObj:GameObject,SetLock():void,,258
GameModeSO.cs,(root),GameModeSO.cs,配置数据,ScriptableObject 配置结构或资源数据定义,Shepherd,class GameModeSO,4,0,modeName:string; modeType:GameModeType; shopSetting:ShopSetting; disable:bool,,,310
GameModeType.cs,(root),GameModeType.cs,配置数据,枚举或类型标识定义,Shepherd,enum GameModeType,0,0,,,GameModeType=Base = 0|Challenge = 1|Adventure = 2|WinterChallenge = 3,133
GameObjectExtensions.cs,(root),GameObjectExtensions.cs,界面/UI,工具函数/扩展方法集合,Shepherd,class GameObjectExtensions,1,2,GameObjectExtensions:class,SetLayer():void; InLayerMask():bool,,317
GamepadSelectTarget.cs,(root),GamepadSelectTarget.cs,界面/UI,游戏业务类，具体职责见字段和方法名,Shepherd,class GamepadSelectTarget,8,5,gameForm:GameForm; arrow:UIArrow; targetType:TargetType; animals:List<Animal>; shopItems:List<ShopItemUI>; selectItems:List<NavigationItem>; curSelectItem:NavigationItem?; lastInputTime:float,Active():void; Disactive():void; OnNavigate():void; OnSubmit():void; GetSelectItems():void,,725
GameRecord.cs,(root),GameRecord.cs,存档/记录,游戏业务类，具体职责见字段和方法名,Shepherd,struct GameRecord,7,0,days:int; totalMoney:double; totalGold:double; dayMoney:double; totalMoneyNew:BigInteger; totalGoldNew:BigInteger; dayMoneyNew:BigInteger,,,308
GameSetting.cs,(root),GameSetting.cs,配置数据,游戏业务类，具体职责见字段和方法名,Shepherd,class GameSetting,15,0,challengeModeActiveLevel:int; adventureModeActiveMap:MapId; adventureModeActiveLevel:int; winterChallengeModeActiveLevel:int; winterChallengeEndTime:string; expActiveLevel:int; maxExp:int; firstPassExpRatio:int; passExpRatio:int; failExpRatio:int; cursor:Texture2D; hotspot:Vector2; giantCellOutline2:EffectSO; giantCellOutline3:EffectSO; colliderEffect:EffectSO,,,854
GameState.cs,(root),GameState.cs,其他/辅助,枚举或类型标识定义,Shepherd,enum GameState,0,0,,,GameState=Normal = 0|NextDaying = 1|PayDebt = 2|SelectAnimal = 3|SelectItem = 4|SelectTarget = 5|Shop = 6|OpenPackItem = 7|GameOver = 8|Award = 9|BossShow = 10|FossilReward = 11,273
GameStateChangeEventArgs.cs,(root),GameStateChangeEventArgs.cs,事件参数,GameFramework 事件参数/事件数据载体,Shepherd,class GameStateChangeEventArgs,4,2,EventId:int; Id:int; LastState:GameState; State:GameState,Clear():void; Create():GameStateChangeEventArgs,,457
GetFossilRewardEventArgs.cs,(root),GetFossilRewardEventArgs.cs,事件参数,GameFramework 事件参数/事件数据载体,Shepherd,class GetFossilRewardEventArgs,3,2,EventId:int; Id:int; RewardGroup:FossilRewardGroup,Clear():void; Create():GetFossilRewardEventArgs,,437
GFComponentUtility.cs,(root),GFComponentUtility.cs,其他/辅助,工具函数/扩展方法集合,Shepherd,class GFComponentUtility,1,0,GFComponentUtility:class,,,209
GiantAnimal.cs,(root),GiantAnimal.cs,核心玩法/实体/地图,游戏业务类，具体职责见字段和方法名,Shepherd,class GiantAnimal,5,17,MaxSize:int; linkActors:List<LinkAnimal>; realSize:int; Size:int; LinkActors:IReadOnlyList<LinkAnimal>,MoveTo():UniTask; EnterToGrid():UniTask; GetPosition():Vector3; TryAddToGridForLink():bool; RemoveFromGridForLink():void; TryAddToGrid():bool; RemoveFromGrid():void; GetImpactPosList():void; IsInGridPos():bool; IsInCell():bool; GetCenterPos():Vector3; Initialize():void; Clear():void; SetInHouse():void; AddSize():bool; Create():GiantAnimal; TryGetEmptyCoords():bool,,1961
GrowUpEventArgs.cs,(root),GrowUpEventArgs.cs,事件参数,GameFramework 事件参数/事件数据载体,Shepherd,class GrowUpEventArgs,4,2,EventId:int; Id:int; Cub:Animal; Animal:Animal,Clear():void; Create():GrowUpEventArgs,,417
GuideBase.cs,(root),GuideBase.cs,界面/UI,游戏业务类，具体职责见字段和方法名,Shepherd,class GuideBase,1,0,Data:GuideSO,,,487
GuideConditionType.cs,(root),GuideConditionType.cs,界面/UI,枚举或类型标识定义,Shepherd,enum GuideConditionType,0,0,,,GuideConditionType=ClickHighlight = 0|ClickAnywhere = 1|Custom = 2,126
GuideEventType.cs,(root),GuideEventType.cs,界面/UI,枚举或类型标识定义,Shepherd,enum GuideEventType,0,0,,,GuideEventType=None = 0|FirstDay = 1|TodayMoney = 2|AnimalSelect = 3|ItemSelect = 4|NewStage = 5|Inventory = 6|Shop = 7,199
GuideForm.cs,(root),GuideForm.cs,界面/UI,UGUI 窗口/界面逻辑,Shepherd,class GuideForm; struct _003CFocusHighlight_003Ed__45; struct _003CShowDialog_003Ed__39; struct _003CShowHighlight_003Ed__42; struct _003CTransiteHighlight_003Ed__44,62,32,_003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; image:GuideHighlightImage; text:GuideHighlightText; highlight:GuideHighlight; _003C_003E4__this:GuideForm; highlightPos:Vector3; highlightSize:Vector2; highlightText:string; _003C_003Eu__1:DOTweenAsyncExtensions.TweenAwaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:GuideForm; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; highlight:GuideHighlight; _003C_003E4__this:GuideForm; curGuide:GuideSO; index:int; isNew:bool; _003CorgBgAlpha_003E5__2:float; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; image:GuideHighlightImage; text:GuideHighlightText; highlight:GuideHighlight; highlightPos:Vector3; highlightSize:Vector2; highlightText:string; _003C_003Eu__1:DOTweenAsyncExtensions.TweenAwaiter; guideMinDuration:float; background:CanvasGroup; highlightImagePrefab:GuideHighlightImage; highlightTextPrefab:GuideHighlightText; highlightImageParent:RectTransform; highlightTextParent:RectTransform; dialogParent:RectTransform; dialogBackBottom:Image; dialogBackTop:Image; dialogueText:UIDialogueText; dialogOffset:Vector2; tipText:TextMeshProUGUI; tipAnim:UITweenAnimation; tipOffset:Vector2; catParent:RectTransform; catIcon:RectTransform; dialogShowAnim:UITweenAnimation.UIAnimData; catShowAnim:UITweenAnimation.UIAnimData; OnMeetGuideCondition:Action<GuideSO>; isShowGuide:bool; showGuideTime:float; isDialogPlaying:bool; guideProcedure:GuideProcedure; guide:GuideSO; lastGuide:GuideSO; highlightImages:List<GuideHighlightImage>; highlightTexts:List<GuideHighlightText>; scaleFactor:float; EnableFinishGuide:bool; CurGuide:GuideSO,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; Awake():void; OnOpen():void; OnClose():void; ClearHighlights():void; OnShowGuideEvent():void; ShowGuide():void; ShowCat():void; ShowDialog():void; SetTip():void; ShowHighlight():void; ShowHighlight():void; SetHighlight():void; TransiteHighlight():void; FocusHighlight():void; AdjustDialogTextPos():void; AdjustTipPos():void; AdjustCatPos():void; OnDialogueFinish():void; FinishGuide():void; OnPointerClick():void; OnPointerDown():void; OnPointerUp():void; TriggerClick():void; OnClickHighlightImage():void,,7990
GuideHighlight.cs,(root),GuideHighlight.cs,界面/UI,游戏业务类，具体职责见字段和方法名,Shepherd,class GuideHighlight; enum HighlightType; enum TextPos; enum AnimType,20,1,type:HighlightType; delay:float; hideMaskWhenDelay:bool; UIName:string; formId:UIFormId; expand:Vector2; rect:Rect; passEvent:bool; text:string; textPos:TextPos; textOffset:Vector2; overridedText:bool; textSize:Vector2; enableArrow:bool; arrowOffset:Vector2; arrowRotation:float; arrowScale:Vector2; animType:AnimType; animDuration:float; animEase:Ease,Clone():GuideHighlight,HighlightType=UITarget = 0|Custom = 1; TextPos=Left = 0|Right = 1|Top = 2|Bottom = 3|TopLeft = 4|BottomLeft = 5|TopRight = 6|BottomRight = 7; AnimType=None = 0|Transition = 1|Focus = 2,1205
GuideHighlightImage.cs,(root),GuideHighlightImage.cs,界面/UI,游戏业务类，具体职责见字段和方法名,Shepherd,class GuideHighlightImage,3,2,inputAction:UIInputAction; OnClick:UnityEvent<GuideHighlightImage>; Data:GuideHighlight,SetData():void; TriggerClick():void,,392
GuideHighlightText.cs,(root),GuideHighlightText.cs,界面/UI,UI 子组件/显示控件,Shepherd,class GuideHighlightText,6,2,arrow:Image; text:TextMeshProUGUI; orgTextSize:Vector2; orgTextPos:Vector3; orgArrowPos:Vector3; Data:GuideHighlight,Awake():void; SetData():void,,502
